"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1881,10,"500","RAW","glmnet",0.313615741873608,0.483333333333333
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1991,10,"500","RAW","glmnet",0.307244870739934,0.409705915003929
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1991,10,"500","RAW","glmnet",0.409238462528107,0.482652347652348
"norm","python","Tagged","Aware","all","coha","elastic",211,1001,10,"500","RAW","glmnet",0.129583520555236,0.300003370549815
"plus","python","Tagged","Aware","all","coha","elastic",210,1001,10,"500","RAW","glmnet",0.142658613230743,0.359597228008067
"norm","python","Tagged","Aware","all","coha","elastic",211,1111,10,"500","RAW","glmnet",0.116962403519953,0.285895397881218
"plus","python","Tagged","Aware","all","coha","elastic",210,1111,10,"500","RAW","glmnet",0.153724023695977,0.347226167075519
"norm","python","Tagged","Aware","all","coha","elastic",211,1221,10,"500","RAW","glmnet",0.134516384788354,0.282327784163256
"plus","python","Tagged","Aware","all","coha","elastic",210,1221,10,"500","RAW","glmnet",0.167003328034684,0.374198380900935
"norm","python","Tagged","Aware","all","coha","elastic",211,1331,10,"500","RAW","glmnet",0.123064328109641,0.280287936201388
"plus","python","Tagged","Aware","all","coha","elastic",210,1331,10,"500","RAW","glmnet",0.162821299467488,0.329615482216499
"norm","python","Tagged","Aware","all","coha","elastic",211,1441,10,"500","RAW","glmnet",0.10901624456617,0.299587131564247
"plus","python","Tagged","Aware","all","coha","elastic",210,1441,10,"500","RAW","glmnet",0.154623496495203,0.357169783100995
"norm","python","Tagged","Aware","all","coha","elastic",211,1551,10,"500","RAW","glmnet",0.123116369544767,0.292234040498678
"plus","python","Tagged","Aware","all","coha","elastic",210,1551,10,"500","RAW","glmnet",0.147037330216125,0.346641398520371
"norm","python","Tagged","Aware","all","coha","elastic",211,1661,10,"500","RAW","glmnet",0.134470353286137,0.301058897054229
"plus","python","Tagged","Aware","all","coha","elastic",210,1661,10,"500","RAW","glmnet",0.167855822522602,0.365475218995907
"norm","python","Tagged","Aware","all","coha","elastic",211,1771,10,"500","RAW","glmnet",0.139179033345123,0.297333194026045
"plus","python","Tagged","Aware","all","coha","elastic",210,1771,10,"500","RAW","glmnet",0.156529195293163,0.338545231452941
"norm","python","Tagged","Aware","all","coha","elastic",211,1881,10,"500","RAW","glmnet",0.150899630540768,0.289388971176513
"plus","python","Tagged","Aware","all","coha","elastic",210,1881,10,"500","RAW","glmnet",0.136167588373053,0.333303461433039
"norm","python","Tagged","Aware","all","coha","elastic",211,1991,10,"500","RAW","glmnet",0.146380944491896,0.286247920892224
