"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1881,10,"50","RAW","glmnet",0.308783585891276,0.584962406015038
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1991,10,"50","RAW","glmnet",0.34301450685104,0.558610926771116
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1991,10,"50","RAW","glmnet",0.299774722121223,0.498762043336274
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1001,10,"100","RAW","glmnet",0.516938951656825,0.768617326448652
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1001,10,"100","RAW","glmnet",0.543920542079067,0.768617326448652
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1111,10,"100","RAW","glmnet",0.495387521822111,0.607698121558468
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1111,10,"100","RAW","glmnet",0.493055214741335,0.608354978354978
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1221,10,"100","RAW","glmnet",0.543326817963768,0.706894846416506
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1221,10,"100","RAW","glmnet",0.498312621749112,0.71754478958083
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1331,10,"100","RAW","glmnet",0.495632333414287,0.651471861471862
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1331,10,"100","RAW","glmnet",0.475319841485075,0.651471861471862
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1441,10,"100","RAW","glmnet",0.487612376548737,0.673424702038609
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1441,10,"100","RAW","glmnet",0.531299062703969,0.672212580826488
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1551,10,"100","RAW","glmnet",0.498642303407118,0.680014523680903
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1551,10,"100","RAW","glmnet",0.509283847910232,0.680014523680903
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1661,10,"100","RAW","glmnet",0.517326245342435,0.668770945797399
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1661,10,"100","RAW","glmnet",0.512701345072387,0.667086060021257
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1771,10,"100","RAW","glmnet",0.549973263667284,0.669848484848485
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1771,10,"100","RAW","glmnet",0.47373075882414,0.669848484848485
